ID	Name	Desc
LL0000017369	LOC110438406	transcriptional enhancer factor TEF-3-like
LL0000017370	LOC110438407	mucin-2-like
LL0000017371	LOC110438408	mucin-2-like
LL0000017372	LOC110438409	mucin-2-like
LL0000017373	LOC110438410	serine/threonine-protein kinase pim-1-like
LL0000017374	LOC110438412	uncharacterized LOC110438412
LL0000017375	LOC110438414	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017376	LOC110438416	uncharacterized LOC110438416
LL0000017377	LOC110438418	tripartite motif-containing protein 16-like
LL0000017378	LOC110438420	homeobox protein HMX3-B-like
LL0000017379	LOC110438421	uncharacterized LOC110438421,non-coding
LL0000017380	LOC110438422	uncharacterized LOC110438422
LL0000017381	LOC110438424	ribonuclease inhibitor-like
LL0000017382	LOC110438425	NACHT
LL0000017383	LOC110438426	uncharacterized LOC110438426,non-coding
LL0000017384	LOC110438427	uncharacterized LOC110438427,non-coding
LL0000017385	LOC110438429	uncharacterized LOC110438429
LL0000017386	LOC110438432	serine/threonine-protein kinase CBK1-like
LL0000017387	LOC110438433	uncharacterized LOC110438433,non-coding
LL0000017388	LOC110438434	uncharacterized LOC110438434,non-coding
LL0000017389	LOC110438435	golgin subfamily A member 6-like protein 6
LL0000017390	LOC110438436	adhesion G-protein coupled receptor G5-like
LL0000017391	LOC110438437	uncharacterized LOC110438437,non-coding
LL0000017392	LOC110438438	serine/threonine-protein kinase 38-like
LL0000017393	LOC110438440	uncharacterized LOC110438440,non-coding
LL0000017394	LOC110438441	uncharacterized LOC110438441,non-coding
LL0000017395	LOC110438442	uncharacterized LOC110438442,non-coding
LL0000017396	LOC110438445	NLR family CARD domain-containing protein 3-like
LL0000017397	LOC110438447	uncharacterized LOC110438447,non-coding
LL0000017398	LOC110438448	uncharacterized LOC110438448,non-coding
LL0000017399	LOC110438454	uncharacterized LOC110438454,non-coding
LL0000017400	LOC110438455	kinesin-like protein KIF26B
LL0000017401	LOC110438457	vegetative cell wall protein gp1-like
LL0000017402	LOC110438460	uncharacterized LOC110438460,non-coding
LL0000017403	LOC110438462	uncharacterized LOC110438462,non-coding
LL0000017404	LOC110438464	uncharacterized LOC110438464
LL0000017405	LOC110438467	uncharacterized LOC110438467
LL0000017406	LOC110438468	
LL0000017407	LOC110438469	uncharacterized LOC110438469,non-coding
LL0000017408	LOC110438470	uncharacterized LOC110438470,non-coding
LL0000017409	LOC110438471	uncharacterized LOC110438471
LL0000017410	LOC110438472	uncharacterized LOC110438472
LL0000017411	LOC110438474	butyrophilin-like protein 2
LL0000017412	LOC110438475	uncharacterized LOC110438475
LL0000017413	LOC110438477	butyrophilin-like protein 10
LL0000017414	LOC110438481	short transient receptor potential channel 3-like
LL0000017415	LOC110438482	uncharacterized LOC110438482
LL0000017416	LOC110438483	uncharacterized LOC110438483,non-coding
LL0000017417	LOC110438485	uncharacterized LOC110438485,non-coding
LL0000017418	LOC110438488	uncharacterized LOC110438488
LL0000017419	LOC110438489	prickle-like protein 2
LL0000017420	LOC110438490	X-ray repair cross-complementing protein 5-like
LL0000017421	LOC110438492	uncharacterized LOC110438492,non-coding
LL0000017422	LOC110438494	RNA-binding protein EWS-like
LL0000017423	LOC110438496	DNA-directed RNA polymerase III subunit RPC9-like
LL0000017424	LOC110438497	pleckstrin homology domain-containing family G member 6-like
LL0000017425	LOC110438498	tetratricopeptide repeat protein 21B-like
LL0000017426	LOC110438500	uncharacterized LOC110438500,non-coding
LL0000017427	LOC110438501	uncharacterized LOC110438501,non-coding
LL0000017428	LOC110438502	putative ATP-dependent RNA helicase DHX33
LL0000017429	LOC110438504	estrogen-related receptor gamma-like
LL0000017430	LOC110438505	tankyrase-1-like
LL0000017431	LOC110438506	proteasome-associated protein ECM29 homolog
LL0000017432	LOC110438507	uncharacterized LOC110438507
LL0000017433	LOC110438508	N-lysine methyltransferase KMT5A-like
LL0000017434	LOC110438510	G-protein coupled receptor 98-like
LL0000017435	LOC110438511	nuclear factor NF-kappa-B p105 subunit-like
LL0000017436	LOC110438512	uncharacterized LOC110438512,non-coding
LL0000017437	LOC110438513	uncharacterized LOC110438513,non-coding
LL0000017438	LOC110438514	uncharacterized LOC110438514,non-coding
LL0000017439	LOC110438516	membrane-spanning 4-domains subfamily A member 8-like
LL0000017440	LOC110438517	protein disulfide-isomerase TMX3-like
LL0000017441	LOC110438518	oocyte zinc finger protein XlCOF15-like
LL0000017442	LOC110438535	nurim-like
LL0000017443	LOC110438537	Bardet-Biedl syndrome 4 protein-like
LL0000017444	LOC110438538	uncharacterized LOC110438538
LL0000017445	LOC110438539	uncharacterized LOC110438539
LL0000017446	LOC110438540	uncharacterized LOC110438540,non-coding
LL0000017447	LOC110438541	uncharacterized LOC110438541,non-coding
LL0000017448	LOC110438542	uncharacterized LOC110438542
LL0000017449	LOC110438543	uncharacterized LOC110438543,non-coding
LL0000017450	LOC110438548	uncharacterized LOC110438548,non-coding
LL0000017451	LOC110438550	uncharacterized LOC110438550,non-coding
LL0000017452	LOC110438555	protein TonB-like
LL0000017453	LOC110438556	uncharacterized LOC110438556,non-coding
LL0000017454	LOC110438559	serine/threonine-protein kinase pim-3-like
LL0000017455	LOC110438560	uncharacterized LOC110438560,non-coding
LL0000017456	LOC110438587	gastrula zinc finger protein XlCGF57.1-like
LL0000017457	LOC110438591	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like
LL0000017458	LOC110438594	uncharacterized LOC110438594
LL0000017459	LOC110438598	uncharacterized LOC110438598,non-coding
LL0000017460	LOC110438601	uncharacterized LOC110438601,non-coding
LL0000017461	LOC110438602	uncharacterized LOC110438602,non-coding
LL0000017462	LOC110438604	uncharacterized LOC110438604,non-coding
LL0000017463	LOC110438607	GTPase IMAP family member 4-like
LL0000017464	LOC110438610	trichohyalin-like
LL0000017465	LOC110438614	uncharacterized LOC110438614,non-coding
LL0000017466	LOC110438615	uncharacterized LOC110438615,non-coding
LL0000017467	LOC110438619	uncharacterized LOC110438619,non-coding
LL0000017468	LOC110438633	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017469	LOC110438643	uncharacterized LOC110438643,non-coding
LL0000017470	LOC110438646	uncharacterized LOC110438646,non-coding
LL0000017471	LOC110438650	uncharacterized LOC110438650,non-coding
LL0000017472	LOC110438655	uncharacterized LOC110438655,non-coding
LL0000017473	LOC110438658	uncharacterized LOC110438658,non-coding
LL0000017474	LOC110438662	uncharacterized LOC110438662
LL0000017475	LOC110438663	serine/threonine-protein kinase pim-2-like
LL0000017476	LOC110438664	serine/threonine-protein kinase pim-2-like
LL0000017477	LOC110438671	uncharacterized LOC110438671
LL0000017478	LOC110438674	uncharacterized LOC110438674,non-coding
LL0000017479	LOC110438678	uncharacterized LOC110438678
LL0000017480	LOC110438679	DNA topoisomerase 1-like
LL0000017481	LOC110438686	CD209 antigen-like protein E
LL0000017482	LOC110438722	uncharacterized LOC110438722
LL0000017483	LOC110438742	uncharacterized LOC110438742,non-coding
LL0000017484	LOC110438744	erythroid membrane-associated protein-like
LL0000017485	LOC110438745	uncharacterized LOC110438745
LL0000017486	LOC110438746	uncharacterized LOC110438746,non-coding
LL0000017487	LOC110438747	uncharacterized LOC110438747,non-coding
LL0000017488	LOC110438752	stereocilin-like
LL0000017489	LOC110438754	C-type lectin domain family 4 member E-like
LL0000017490	LOC110438761	uncharacterized LOC110438761,non-coding
LL0000017491	LOC110438776	uncharacterized LOC110438776,non-coding
LL0000017492	LOC110438777	uncharacterized LOC110438777
LL0000017493	LOC110438783	C-type lectin domain family 7 member A-like
LL0000017494	LOC110438793	uncharacterized LOC110438793,non-coding
LL0000017495	LOC110438797	uncharacterized protein K02A2.6-like
LL0000017496	LOC110438801	serine/threonine-protein kinase pim-1-like
LL0000017497	LOC110438806	GTPase IMAP family member 8-like
LL0000017498	LOC110438807	GTPase IMAP family member 8-like
LL0000017499	LOC110438823	uncharacterized LOC110438823,non-coding
LL0000017500	LOC110438824	uncharacterized LOC110438824,non-coding
LL0000017501	LOC110438834	uncharacterized LOC110438834,non-coding
LL0000017502	LOC110438835	butyrophilin-like protein 3
LL0000017503	LOC110438837	uncharacterized LOC110438837
LL0000017504	LOC110438839	uncharacterized LOC110438839
LL0000017505	LOC110438840	uncharacterized LOC110438840,non-coding
LL0000017506	LOC110438853	uncharacterized LOC110438853,non-coding
LL0000017507	LOC110438858	uncharacterized LOC110438858,non-coding
LL0000017508	LOC110438861	serine/threonine-protein kinase pim-1-like
LL0000017509	LOC110438862	uncharacterized LOC110438862
LL0000017510	LOC110438865	serine/threonine-protein kinase pim-2-like
LL0000017511	LOC110438870	uncharacterized LOC110438870
LL0000017512	LOC110438878	uncharacterized LOC110438878,non-coding
LL0000017513	LOC110438880	E3 ubiquitin-protein ligase RBBP6-like
LL0000017514	LOC110438888	uncharacterized LOC110438888,non-coding
LL0000017515	LOC110438897	E3 ubiquitin-protein ligase RBBP6-like
LL0000017516	LOC110438908	uncharacterized LOC110438908,non-coding
LL0000017517	LOC110438909	uncharacterized LOC110438909,non-coding
LL0000017518	LOC110438919	glutamate receptor ionotropic
LL0000017519	LOC110438921	RNA pseudouridylate synthase domain-containing protein 4-like
LL0000017520	LOC110438922	uncharacterized LOC110438922
LL0000017521	LOC110438926	protein NLRC3-like
LL0000017522	LOC110438928	GTPase IMAP family member 8-like
LL0000017523	LOC110438930	vicilin-like seed storage protein At2g18540
LL0000017524	LOC110438933	uncharacterized LOC110438933,non-coding
LL0000017525	LOC110438934	uncharacterized LOC110438934,non-coding
LL0000017526	LOC110438935	uncharacterized LOC110438935,non-coding
LL0000017527	LOC110438943	E3 ubiquitin-protein ligase RBBP6-like
LL0000017528	LOC110438948	serine protease HTRA2
LL0000017529	LOC110438952	uncharacterized LOC110438952,non-coding
LL0000017530	LOC110438957	serine/threonine-protein kinase pim-2-like
LL0000017531	LOC110438960	serine protease HTRA2
LL0000017532	LOC110438961	serine protease HTRA2
LL0000017533	LOC110438970	uncharacterized LOC110438970
LL0000017534	LOC110438971	uncharacterized LOC110438971,non-coding
LL0000017535	LOC110438973	uncharacterized LOC110438973
LL0000017536	LOC110438990	uncharacterized LOC110438990,non-coding
LL0000017537	LOC110438995	integrin alpha-6-like
LL0000017538	LOC110439009	butyrophilin-like protein 2
LL0000017539	LOC110439013	polymeric immunoglobulin receptor-like
LL0000017540	LOC110439104	uncharacterized LOC110439104,non-coding
LL0000017541	LOC110439111	uncharacterized LOC110439111
LL0000017542	LOC110439128	uncharacterized LOC110439128,non-coding
LL0000017543	LOC110439155	uncharacterized LOC110439155,non-coding
LL0000017544	LOC110439163	uncharacterized LOC110439163,non-coding
LL0000017545	LOC110439169	uncharacterized protein K02A2.6-like
LL0000017546	LOC110439181	uncharacterized LOC110439181,non-coding
LL0000017547	LOC110439198	uncharacterized LOC110439198,non-coding
LL0000017548	LOC110439199	uncharacterized LOC110439199,non-coding
LL0000017549	LOC110439242	uncharacterized LOC110439242,non-coding
LL0000017550	LOC110439243	
LL0000017551	LOC110439257	uncharacterized LOC110439257
LL0000017552	LOC110439258	uncharacterized LOC110439258,non-coding
LL0000017553	LOC110439264	uncharacterized LOC110439264,non-coding
LL0000017554	LOC110439268	E3 ubiquitin-protein ligase RBBP6-like
LL0000017555	LOC110439282	uncharacterized LOC110439282,non-coding
LL0000017556	LOC110439298	uncharacterized LOC110439298,non-coding
LL0000017557	LOC110439299	uncharacterized LOC110439299
LL0000017558	LOC110439301	uncharacterized LOC110439301
LL0000017559	LOC110439302	uncharacterized LOC110439302,non-coding
LL0000017560	LOC110439303	uncharacterized LOC110439303
LL0000017561	LOC110439307	uncharacterized LOC110439307,non-coding
LL0000017562	LOC110439308	gastrula zinc finger protein XlCGF57.1-like
LL0000017563	LOC110439309	gastrula zinc finger protein XlCGF57.1-like
LL0000017564	LOC110439310	oocyte zinc finger protein XlCOF19-like
LL0000017565	LOC110439311	deleted in malignant brain tumors 1 protein-like
LL0000017566	LOC110439312	
LL0000017567	LOC110439313	
LL0000017568	LOC110439314	
LL0000017569	LOC110439315	
LL0000017570	LOC110439316	uncharacterized LOC110439316
LL0000017571	LOC110439319	ras-related protein Rab-26-like
LL0000017572	LOC110439321	5-hydroxytryptamine receptor 3A-like
LL0000017573	LOC110439323	uncharacterized LOC110439323
LL0000017574	LOC110439324	uncharacterized LOC110439324
LL0000017575	LOC110439325	uncharacterized LOC110439325,non-coding
LL0000017576	LOC110439327	uncharacterized LOC110439327,non-coding
LL0000017577	LOC110439328	uncharacterized LOC110439328
LL0000017578	LOC110439329	zinc finger protein 135-like
LL0000017579	LOC110439330	gastrula zinc finger protein XlCGF7.1-like
LL0000017580	LOC110439332	uncharacterized LOC110439332,non-coding
LL0000017581	LOC110439333	uncharacterized LOC110439333,non-coding
LL0000017582	LOC110439335	uncharacterized LOC110439335,non-coding
LL0000017583	LOC110439337	uncharacterized LOC110439337,non-coding
LL0000017584	LOC110439338	uncharacterized LOC110439338,non-coding
LL0000017585	LOC110439339	achaete-scute homolog 5-like
LL0000017586	LOC110439340	uncharacterized LOC110439340,non-coding
LL0000017587	LOC110439342	oocyte zinc finger protein XlCOF6-like
LL0000017588	LOC110439343	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017589	LOC110439344	poly [ADP-ribose] polymerase 12-like
LL0000017590	LOC110439345	proline-rich protein 36-like
LL0000017591	LOC110439346	sialic acid-binding Ig-like lectin 14
LL0000017592	LOC110439347	uncharacterized LOC110439347
LL0000017593	LOC110439348	soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like
LL0000017594	LOC110439349	scavenger receptor cysteine-rich type 1 protein M130-like
LL0000017595	LOC110439350	uncharacterized LOC110439350
LL0000017596	LOC110439352	gastrula zinc finger protein XlCGF57.1-like
LL0000017597	LOC110439355	scavenger receptor cysteine-rich type 1 protein M130-like
LL0000017598	LOC110439356	
LL0000017599	LOC110439359	uncharacterized LOC110439359,non-coding
LL0000017600	LOC110439360	cilia- and flagella-associated protein 54-like
LL0000017601	LOC110439364	uncharacterized LOC110439364,non-coding
LL0000017602	LOC110439365	uncharacterized LOC110439365,non-coding
LL0000017603	LOC110439366	uncharacterized LOC110439366
LL0000017604	LOC110439367	uncharacterized LOC110439367
LL0000017605	LOC110439368	gastrula zinc finger protein XlCGF49.1-like
LL0000017606	LOC110439369	uncharacterized LOC110439369,non-coding
LL0000017607	LOC110439370	uncharacterized LOC110439370,non-coding
LL0000017608	LOC110439372	uncharacterized LOC110439372,non-coding
LL0000017609	LOC110439374	uncharacterized LOC110439374,non-coding
LL0000017610	LOC110439375	LIM domain-containing protein 1-like
LL0000017611	LOC110439376	uncharacterized LOC110439376,non-coding
LL0000017612	LOC110439377	uncharacterized LOC110439377,non-coding
LL0000017613	LOC110439378	uncharacterized LOC110439378,non-coding
LL0000017614	LOC110439379	uncharacterized LOC110439379,non-coding
LL0000017615	LOC110439380	uncharacterized LOC110439380,non-coding
LL0000017616	LOC110439381	patched domain-containing protein 3-like
LL0000017617	LOC110439382	gastrula zinc finger protein XlCGF49.1-like
LL0000017618	LOC110439384	gastrula zinc finger protein XlCGF49.1-like
LL0000017619	LOC110439385	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017620	LOC110439386	
LL0000017621	LOC110439387	gastrula zinc finger protein XlCGF28.1-like
LL0000017622	LOC110439389	ribonuclease inhibitor-like
LL0000017623	LOC110439391	
LL0000017624	LOC110439392	uncharacterized LOC110439392
LL0000017625	LOC110439393	uncharacterized LOC110439393
LL0000017626	LOC110439394	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017627	LOC110439397	uncharacterized LOC110439397
LL0000017628	LOC110439398	uncharacterized LOC110439398
LL0000017629	LOC110439399	
LL0000017630	LOC110439400	uncharacterized LOC110439400
LL0000017631	LOC110439401	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017632	LOC110439404	gastrula zinc finger protein XlCGF8.2DB-like
LL0000017633	LOC110439405	uncharacterized LOC110439405
LL0000017634	LOC110439406	
LL0000017635	LOC110439407	ribonuclease inhibitor-like
